# The shapes a source reader takes — the P3, P14, P16 rows of docs/plans/MIGRATION-DEBT.tsv, classified.
# Generated by: python scripts/dev/bt-app-reader-shapes.py
# Read-only, re-runnable; the rows come out in the debt list's order.
# mechanical: yes = a converter can rewrite the site and a person need not read it; partial = a converter can propose the rewrite and a person must read the result; no = a person decides.
# row: the line of MIGRATION-DEBT.tsv this came from.
row	ticket	file	test	shape	reader	selectors	assertion	mechanical	reason
D0428	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::a_window_resize_reaches_the_tabs_nobody_is_looking_at	B3-body-count	method_body	resize_hidden_leaves_to_layout;resize_leaves_to_layout	contains,count	partial	a count over a slice whose width changes on conversion; §4.2 rule 1 gives every count its own mutation — `method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::resize_hidden_leaves_to_layout, Runtime::resize_leaves_to_layout
D0429	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::every_visible_pane_settles_its_rows_and_schedules_its_own_artifacts	B1-body-contains	method_body	advance_live_math_if_due;live_stability_deadline;redraw	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::advance_live_math_if_due, Runtime::live_stability_deadline, Runtime::redraw
D0430	P14	crates/bt-app/src/main.rs	pty_drain_budget_tests::one_turn_takes_one_quantum_from_a_pane_and_says_what_is_left	B3-body-count	free_fn_body	drain_leaf_pty	!contains,contains,count,position	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `free_fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: a pane that asked to hear about it (DEC 2031).     hang_watch::during(hang_watch::Station::DrainPalette, ||::drain_leaf_pty
D0431	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_bounded_publication_wait_is_armed_settled_released_and_woken_once_each	M2-file-and-body	SOURCE;method_body	drain_pty;finish_pty_coalesce_if_due;publish_frame_inner;turn	contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0432	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_caret_is_revealed_when_output_arrives_and_not_when_it_is_drawn	B3-body-count	method_body	drain_pty	count,position	partial	a count over a slice whose width changes on conversion; §4.2 rule 1 gives every count its own mutation — `method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::drain_pty
D0433	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_drain_marks_each_sessions_turn_once_for_any_slice_count	B3-body-count	method_body	drain_pty	contains,count,position	partial	a count over a slice whose width changes on conversion; §4.2 rule 1 gives every count its own mutation — `method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::drain_pty
D0434	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_drain_repeats_under_the_budget_and_settles_up_once	B3-body-count	method_body	drain_pty	contains,count,position	partial	a count over a slice whose width changes on conversion; §4.2 rule 1 gives every count its own mutation — `method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::drain_pty
D0435	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_frame_schedule_knows_about_the_card_column	B1-body-contains	method_body	refresh_focus_thumbnails;strip_animation_work	contains,position	yes	`method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::refresh_focus_thumbnails, Runtime::strip_animation_work
D0436	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_only_road_from_a_solved_rectangle_to_conpty_is_the_quiet_window	M2-file-and-body	SOURCE;free_fn_body;method_body	release_due_leaf_resize;resize_leaves_to_layout	!contains,contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0437	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_release_asks_every_pane_and_not_the_one_holding_the_keyboard	B1-body-contains	method_body	flush_pending_pty_resize	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::flush_pending_pty_resize
D0438	P3	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_tick_that_draws_the_cards_is_reached_when_a_card_is_behind	B1-body-contains	method_body	advance_strip_animation	position	yes	`method_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::advance_strip_animation
D0439	P14	crates/bt-app/src/main.rs	pty_drain_budget_tests::the_window_thread_sends_a_child_bytes_through_exactly_one_door	M2-file-and-body	SOURCE;free_fn_body	write_pty_input	!contains,contains,count,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0440	P3	crates/bt-app/src/main.rs	quit_transaction_tests::a_pane_that_closes_is_taken_apart_somewhere_else	M2-file-and-body	SOURCE;body		!contains,contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0441	P14	crates/bt-app/src/main.rs	quit_transaction_tests::a_window_is_in_the_vault_before_it_is_asked_what_it_looks_like	R-runtime-selector	body		position	no	a selector arrives as expression (&["fn open_", "window(\n event_loop: &ActiveEventLoop,"]): the item it names is not decidable from the call site
D0442	P14	crates/bt-app/src/main.rs	quit_transaction_tests::the_final_write_is_judged_and_the_verdict_is_what_decides	R-runtime-selector	body		contains	no	a selector arrives as expression (&[ " fn settle_", "quit(&mut self, event_loop: &ActiveEventLoop) -> Result<()> {", ]): the item it names is not decidable from the call site
D0443	P3	crates/bt-app/src/main.rs	quit_transaction_tests::the_only_door_into_the_vault_is_a_window_the_user_closed	M2-file-and-body	SOURCE;body		!contains,contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0444	P3	crates/bt-app/src/main.rs	quit_transaction_tests::the_quit_and_the_loops_own_backstop_stay_two_machines	R-runtime-selector	body		!contains,contains	no	a selector arrives as expression (&[ " fn exit", "ing(&mut self, _event_loop: &ActiveEventLoop) {", ]; &[ " fn settle_", "quit(&mut self, event_loop: &ActiveEventLoop) -> Result<()> {"): the item it names is not decidable from the call site
D0445	P14	crates/bt-app/src/main.rs	quit_with_no_window_tests::a_menu_quit_is_dispatched_before_the_landing_asks_for_a_window	B1-body-contains	body	    fn answer_a_menu_row(	contains,position	yes	`body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not; identities: FolioApp::answer_a_menu_row
D0446	P3	crates/bt-app/src/main.rs	quit_with_no_window_tests::every_door_onto_the_quit_records_the_same_debt	M2-file-and-body	SOURCE;body	    fn begin_the_systems_quit(;    fn run_a_verb_of_the_applications(;    fn run_shortcut(	contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0447	P3	crates/bt-app/src/main.rs	recent_folder_door_tests::a_column_opened_onto_a_shells_own_folder_remembers_nothing	B5-loop-over-literals	body	    fn files_root_for_new_pane(;    fn seat_a_files_column(;    fn toggle_files_pane(	equals	partial	the selector arrives through a loop variable whose array is written out in full (signature, 3 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0448	P3	crates/bt-app/src/main.rs	recent_folder_door_tests::the_doors_that_remember_a_folder_are_the_two_a_hand_goes_through	M2-file-and-body	SOURCE;body	    fn reroot_files_column(;    fn show_folder_in_files_column(	equals	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0449	P3	crates/bt-app/src/main.rs	refused_preview_card_tests::pressing_the_button_on_a_refused_page_runs_the_same_verb_as_the_unknown_page	A-assembled-needle	body	    fn chrome_mouse_input(;    fn open_path_in_default_app(;    fn open_preview_externally(;    fn open_preview_externally_on(;    fn press_float(;    fn preview_file_on(	contains	partial	the selector is written in halves so the test does not match itself (plan P18); §2.6 provenance removes the need, but joining it is a hand edit at every site — `body` reads from the signature to the next item, so its slice carries the closing brace and whatever prose stands before the next declaration; `body_of` does not
D0450	P3	crates/bt-app/src/main.rs	refused_preview_card_tests::the_refused_and_unknown_pages_share_one_card	M2-file-and-body	SOURCE;body	    fn docked_chrome_target_at(;    fn float_hit_at(;    fn float_refusal_words(;    fn push_float_refusal_card(;    fn refresh_chrome_with_overlay(	contains,count	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0451	P14	crates/bt-app/src/main.rs	resident_run_tests::taking_folio_out_of_explorers_menu_is_answered_before_any_of_that	B1-body-contains	free_fn_body	main	position	yes	`free_fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: every platform** (M4-8).     //     // The two delivery roads have nothing in common — the message hook below on     // Windows, a Carbon ev
D0452	P3	crates/bt-app/src/main.rs	resident_run_tests::the_drain_says_when_the_marks_ledger_has_moved	B4-body-other	fn_body	drain_pty	contains,equals,position,slice	partial	the slice is asserted with `contains,equals,position,slice`; `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::drain_pty
D0453	P14	crates/bt-app/src/main.rs	resident_run_tests::the_front_door_is_answered_on_the_console_and_the_run_moves_to_the_log	B1-body-contains	free_fn_body	main	position	yes	`free_fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: every platform** (M4-8).     //     // The two delivery roads have nothing in common — the message hook below on     // Windows, a Carbon ev
D0454	P14	crates/bt-app/src/main.rs	resident_run_tests::the_turn_notes_its_parking_on_every_path_out	B1-body-contains	fn_body	about_to_wait;about_to_wait_inner;new_events	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::about_to_wait, FolioApp::about_to_wait_inner, FolioApp::new_events
D0455	P3	crates/bt-app/src/main.rs	resize_skirt_order_tests::the_present_funnel_shrinks_the_skirt_and_asks_for_the_frame_that_does_it	H-custom-helper	body	fn present_seats_and_commit(	contains,position	no	`body` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0456	P3	crates/bt-app/src/main.rs	resize_skirt_order_tests::the_resize_handler_covers_the_new_strip_before_it_does_anything_else	H-custom-helper	body	fn resize(&mut self, physical: PhysicalSize<u32>) -> Result<()> {	position	no	`body` is not a plain body finder: it slices further (.lines(, .chars(, .filter()
D0457	P3	crates/bt-app/src/main.rs	summon_key_wiring_tests::the_synthetic_bit_reaches_the_gate_and_the_gate_stands_first	R-runtime-selector	body	fn window_event(	contains,edge,equals,position,slice	no	a selector arrives as expression ("fn keyboard_input(&mut self, event: &KeyEvent, is_synthetic: bool) -> Result<()> {",): the item it names is not decidable from the call site
D0458	P14	crates/bt-app/src/main.rs	system_preference_wiring_tests::the_system_preference_event_re_reads_the_desktops_canvas	W-whole-file	SOURCE	AppEvent::SystemPreferencesChanged =>;adopt_motion_preference;adopt_system_canvas;and the reader it names is this window's own;fn adopt_system_canvas(&mut self) -> Result<()> {;the animation preference is no longer re-read on the event that says it moved:\n{arm};the desktop's canvas is no longer re-read on the event that says it moved, and on \              macOS that event is the only thing that 	contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0459	P3	crates/bt-app/src/main.rs	tab_identity_tests::a_floated_pages_address_field_names_no_target_in_this_tabs_chrome	B4-body-other	fn_body	chrome_mouse_input	contains,position,slice	partial	the slice is asserted with `contains,position,slice`; `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::chrome_mouse_input
D0460	P3	crates/bt-app/src/main.rs	tab_identity_tests::a_footless_window_prints_its_standing_fact_on_the_rail_and_flashes_in_a_tag	B1-body-contains	fn_body	preview_float_layer	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::preview_float_layer
D0461	P3	crates/bt-app/src/main.rs	tab_identity_tests::a_pages_title_no_longer_opens_the_address	B4-body-other	fn_body	chrome_mouse_input	!contains,contains,position,slice	partial	the slice is asserted with `!contains,contains,position,slice`; `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::chrome_mouse_input
D0462	P3	crates/bt-app/src/main.rs	tab_identity_tests::a_preview_surface_is_read_and_written_in_the_one_tab_that_owns_it	M-mixed-readers	fn_body;top_level_fn_body	preview_tab_id;preview_tab_index_among	!contains,contains	partial	the test reads through 2 readings whose end-of-body rules are own-close; each call site takes its own decision
D0463	P3	crates/bt-app/src/main.rs	tab_identity_tests::a_torn_off_preview_wears_the_panes_row_through_the_panes_own_functions	B1-body-contains	fn_body	chrome_mouse_input;float_head_tools;float_hit_at;press_float;preview_float_layer	contains	yes	`fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::chrome_mouse_input, Runtime::float_head_tools, Runtime::float_hit_at, Runtime::press_float, Runtime::preview_float_layer
D0464	P3	crates/bt-app/src/main.rs	tab_identity_tests::every_door_that_opens_a_tab_asks_the_application_for_its_number	B5-loop-over-literals	fn_body	absorb_tab;answer_restore;create;extract_pane_into_new_tab;new_tab_seeded_from;open_window;reopen_recent;yes	contains	partial	the selector arrives through a loop variable whose array is written out in full (door, 8 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0465	P14	crates/bt-app/src/main.rs	tab_identity_tests::no_window_keeps_a_tab_counter_of_its_own	H-custom-helper	struct_fields	App	!contains,contains	no	`struct_fields` is not a plain body finder: it slices further (.lines(, .filter()
D0466	P3	crates/bt-app/src/main.rs	tab_identity_tests::the_address_editor_moved_to_the_rail_and_kept_its_machine	B4-body-other	fn_body	chrome_mouse_input;dress_preview_address_editor;dress_preview_name_editor;open_address_here;open_web_address;open_web_address_on;press_preview_rail	!contains,contains,slice	partial	the slice is asserted with `!contains,contains,slice`; `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: Runtime::chrome_mouse_input, Runtime::dress_preview_address_editor, Runtime::dress_preview_name_editor, Runtime::open_address_here, Runtime:
D0467	P3	crates/bt-app/src/main.rs	tab_identity_tests::the_menu_row_spends_the_two_verbs_that_already_exist	B1-body-contains	fn_body	move_pane_to_new_window;settle_tear_out	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::settle_tear_out, Runtime::move_pane_to_new_window
D0468	P3	crates/bt-app/src/main.rs	tab_identity_tests::the_transfer_has_a_door_a_person_can_press_and_no_environment_variable	N-whole-file-negative	SOURCE	BT_TRANSFER;Probe;Transfer;_DEV;_probe;`{retired}` is F1b's scaffolding, and F1c's row is what it was \                  waiting for;transfer	!contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0469	P14	crates/bt-app/src/main.rs	tab_identity_tests::the_transfer_is_a_transaction_and_its_commit_pays_every_debt	B1-body-contains	fn_body	transfer_tab	!contains,contains	partial	a negative over a slice whose width changes on conversion: §4.2 rule 2's injection is required here whoever writes the edit — `fn_body` ends at the first `}` at the item's own indentation, which is `body_of`'s span unless a nested block closes there first; identities: FolioApp::transfer_tab
D0470	P3	crates/bt-app/src/main.rs	textless_present_tests::a_textless_present_is_a_frame_the_window_still_owes	B5-loop-over-literals	fn_body	present_retained_picture;redraw	position	partial	the selector arrives through a loop variable whose array is written out in full (method, 2 literal(s)): a tool must rewrite the array as well as the call, in two places rather than one
D0471	P3	crates/bt-app/src/main.rs	textless_present_tests::a_window_that_is_not_on_screen_stops_asking_and_is_woken_once	M2-file-and-body	SOURCE;fn_body		count,position	no	the test asserts over the whole file *and* over a named body (the file half reads SOURCE). Converting only the body half leaves the row on the debt list, and the file half is §4.1's scope decision
D0472	P14	crates/bt-app/src/palette.rs	palette::list_tests::a_long_hint_does_not_take_the_row	S-no-source-read			none	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0473	P14	crates/bt-app/src/persist.rs	persist::tests::the_only_thread_that_fsyncs_session_json_is_the_writer	N-whole-file-negative	SOURCE;persist.rs	ThreadPriority::BelowNormal;\n    fn hand_over(&mut self, now: Instant) {;\n    pub fn flush_if_due(&mut self, now: Instant) {;\n    }\n;_atomic(;`{head}` is declared as written here;a method ends;and that one is downstream of the spawn that puts it on its own thread;and the hand-over that finds no thread reports instead of writing;atomic;bt_persist::atomic_;no road to `session.json` outside the o	!contains,contains,count,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0474	P3	crates/bt-app/src/present_diagnostics_tests.rs	present_diagnostics_tests::attempt_generation_is_carried_by_configure_and_native_reads_are_line_gated	W-whole-file	../../bt-render/src/lib.rs;main.rs	    ///;    fn check_picture_freshness(;    fn finish_present_attempt(;../../bt-render/src/lib.rs;if let Some(line);if self.app.trace_perf;let present_wait = descriptor;main.rs;native_present_facts;phase(PresentPhase::SurfaceConfigure(self.surface_generation + 1));;self.present_wait = present_wait;	contains,count,order	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0475	P3	crates/bt-app/src/present_diagnostics_tests.rs	present_diagnostics_tests::every_present_caller_closes_its_record_outside_all_outcome_arms	N-whole-file-negative	main.rs;present_diagnostics.rs	    fn present_seats_and_commit(;    fn {name}(&mut self) -> Result<()> {{;.display();.title();NotVisible;Outcome::{outcome};Presented;Reconfigure;Self::present_seats_and_commit;Skipped;Unchanged;WithoutText;\n    ///;\n    fn ;an empty redraw must not restart standing debt;begin_present_attempt(;diagnostics must accept no user text: {forbidden};error.to_string();finish_present_attempt;finish_pres	!contains,contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0476	P14	crates/bt-app/src/present_diagnostics_tests.rs	present_diagnostics_tests::existing_hidden_callers_keep_the_same_fused_value	W-whole-file	main.rs	\n};bt_platform::is_window_minimized(native) || bt_platform::is_window_cloaked(native);fn window_is_hidden(window: &Window) -> bool {;let hidden = window_is_hidden(window);;main.rs;return false;	contains,equals,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0477	P14	crates/bt-app/src/preview.rs	preview::tests::a_bold_run_closes_across_the_code_spans_it_contains	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0478	P14	crates/bt-app/src/preview.rs	preview::tests::a_composed_document_s_foot_names_its_repository_and_its_place_in_it	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0479	P14	crates/bt-app/src/preview.rs	preview::tests::a_diff_is_a_diff_by_name_even_though_it_is_text_by_type	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0480	P14	crates/bt-app/src/preview.rs	preview::tests::a_diffs_own_header_is_not_a_deletion	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0481	P14	crates/bt-app/src/preview.rs	preview::tests::a_discarded_edit_takes_its_own_buffer_and_leaves_the_history	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0482	P14	crates/bt-app/src/preview.rs	preview::tests::a_git_backed_buffer_waits_for_the_git_worker_and_never_for_a_disk	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0483	P14	crates/bt-app/src/preview.rs	preview::tests::a_head_read_is_claimed_once_and_a_refusal_is_not_retried	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0484	P14	crates/bt-app/src/preview.rs	preview::tests::a_pool_of_dirty_buffers_grows_past_the_cap_rather_than_lose_one	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0485	P14	crates/bt-app/src/preview.rs	preview::tests::a_question_superseded_while_reading_is_dropped_rather_than_asked	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0486	P14	crates/bt-app/src/preview.rs	preview::tests::a_save_is_written_by_the_writer_that_keeps_what_the_file_carried	N-whole-file-negative	preview.rs	\n    }\n;\n#[cfg(test)]\nmod tests {;and not by the one that leaves it behind;atomic_replace_keeping_metadata(&path;atomic_write(&path;bt_persist::;its end;preview.rs;pub fn save(&mut self) -> SaveOutcome {;the document is replaced by the writer that carries its metadata;the editor's save;this file carries its tests at the end	!contains,contains,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0487	P14	crates/bt-app/src/preview.rs	preview::tests::a_second_open_of_the_same_path_is_the_same_buffer	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0488	P14	crates/bt-app/src/preview.rs	preview::tests::a_truncated_buffer_is_read_only_however_editable_its_name_is	S-no-source-read			none	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0489	P14	crates/bt-app/src/preview.rs	preview::tests::an_edit_that_keeps_the_length_still_counts	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0490	P14	crates/bt-app/src/preview.rs	preview::tests::an_unreadable_type_asks_the_disk_once_and_refuses_on_the_answer	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0491	P14	crates/bt-app/src/preview.rs	preview::tests::editable_is_the_surface_that_actually_edits	S-no-source-read			none	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0492	P14	crates/bt-app/src/preview.rs	preview::tests::md_loading_design_document_has_no_read_only_badge	Q-runtime-file		(the file it reads)	equals	no	the test reads a file it created at run time, not source text. `bt-source` enumerates a crate's declarations and has no answer for it: the row belongs to §6.1's file-scoped allowlist or to a decision that it never was a source reader
D0493	P14	crates/bt-app/src/preview.rs	preview::tests::only_a_truncated_buffer_carries_the_read_only_notice	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0494	P14	crates/bt-app/src/preview.rs	preview::tests::sniffing_happens_off_the_window_thread	N-whole-file-negative	SOURCE;preview.rs	File::open(;PreviewWorker::spawn is declared here;\n#[cfg(test)]\nmod tests {;and the split found them;and {reader}'s one call is inside the worker's thread body;fs::read;head_reads_as_text(;metadata(;preview.rs;pub fn new(source: PreviewSource, name: String) -> Self {;pub fn preview_ftype(name: &str) -> PreviewFtype {;pub fn spawn(proxy: EventLoopProxy<AppEvent>);read_head(;read_whole(;the call t	!contains,count,position	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0495	P14	crates/bt-app/src/preview.rs	preview::tests::the_block_ranges_partition_the_file_and_the_file_comes_back_whole	F-fixture	ranged_fixtures	../../../README.md	equals	no	the reading's subject is not Rust source (../../../README.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0496	P14	crates/bt-app/src/preview.rs	preview::tests::the_bytes_no_block_was_parsed_from_are_blank	F-fixture	ranged_fixtures	../../../README.md	none	no	the reading's subject is not Rust source (../../../README.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0497	P14	crates/bt-app/src/preview.rs	preview::tests::the_cap_evicts_the_oldest_clean_unshown_buffer	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0498	P14	crates/bt-app/src/preview.rs	preview::tests::the_extension_table_answers_each_class	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0499	P14	crates/bt-app/src/preview.rs	preview::tests::the_first_real_change_dirties_the_buffer_and_nothing_cleans_it_but_a_save	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0500	P14	crates/bt-app/src/preview.rs	preview::tests::the_latex_corpus_sets_every_section_it_promises	F-fixture	../../../tests/assets/latex-render-check.md	../../../tests/assets/latex-render-check.md	!contains,contains,edge	no	the reading's subject is not Rust source (../../../tests/assets/latex-render-check.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0501	P14	crates/bt-app/src/preview.rs	preview::tests::the_pool_answers_two_different_dirty_questions	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0502	P14	crates/bt-app/src/preview.rs	preview::tests::the_stress_sample_carries_every_block_the_measure_has_a_rule_for	F-fixture	../../../tests/assets/preview-samples/stress.md	../../../tests/assets/preview-samples/stress.md	equals	no	the reading's subject is not Rust source (../../../tests/assets/preview-samples/stress.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
